text_id,post_text,sentiment_label,predicted_label
TXT_08890,"""Defining Twilight : Vocabulary Workbook for Unlocking the SAT, ACT, GED, and ...",Neutral,Positive
TXT_08910,The Sun political editor says the combined % of CON &amp; LAB will be at all time low for this parliament when YOUGOV polling figures released,Negative,Neutral
TXT_08918,#Hydrogen Car News Lexus may reveal a new hydrogen fuel cell car: Lexus has plans to reveal the new ge... #carkit,Positive,Neutral
TXT_08938,@user I wish Mitt quit all this lying about what they can do.  If MR was such a great leader he would\u2019ve sought a 2nd term in Mass.,Positive,Negative
TXT_08943,The passing of Frank Gifford reminded me how great sports used to be before the ESPN's wrecked . Monday Night Football was an event,Neutral,Positive
TXT_08953,Wichita St. with fundamental breakdowns in 8th. Hall singles\u002c Harbutz fails to bunt him over. Hall picked off. Coy whiffs. SIU lead is 4-3,Negative,Neutral
TXT_08957,"""Sure let's blame Amber Vinson for the Ebola scare, because the 1st dr to come &amp; be treated is 2 much like right.""",Negative,Neutral
TXT_08960,Hillary gets emotional over talking about her mother -  tomorrow #MorningJoe will call her a fake. @user,Negative,Neutral
TXT_08976,"RandPaul: Tune in to Fox News Friday night for a special on Planned Parenthood, brought to you by ShannonBream!",Positive,Neutral
TXT_08978,@user I may have missed it if u posted it but what's ur take on #KimDavis situation &amp; @user claims about SCOTUS ruling,Positive,Negative
TXT_08985,@user Is it a gaffe? Rick Perry may be on military time.,Neutral,Negative
TXT_08986,Good by @user quickly punched out!RT @user Tippett Saga turning more than 5th day wicket at the Adelaide Oval:,Neutral,Positive
